,image_name, comment_number, comment
6642,2736264483.jpg,3, People sitting in chairs with a row flags hanging over them .
6643,319379660.jpg,4, Black-haired mature woman sits next to a table of produce .
6644,244368383.jpg,1, A crowd of scantily clad people at an outdoor festival
6645,6827028.jpg,2, A man pulling a rope out of very blue water .
6646,4039846249.jpg,4, kid in sunglasses running
6647,2123838998.jpg,0," Five men dressed in red and white clothing and Santa hats form a musical band composed of a trumpet player , saxophonist , a man playing an accordion and one playing a tambourine busk in front of a store window ."
6648,86109631.jpg,3, Two girls are sitting on a wooden floor .
6649,2371313211.jpg,3, A woman is pointing at a computer device for a young girl
6650,5152257091.jpg,3, A couple happily dances in front of a crowd .
6651,2059372842.jpg,1, A girl in a blue blouse and a girl in a green shirt sewing .
6652,1311132744.jpg,1, A dog with a red collar and its tongue hanging out runs through tall grass .
6653,4095232321.jpg,0, A person dressed in a yellow animated costume in a public area .
6654,6901412.jpg,2, A man with a beard is sitting with drinks in front of him holding a pair of tongs .
6655,263850317.jpg,2, A woman wearing black boots and a skirt walks down the sidewalk .
6656,3372214646.jpg,3, A group of greyhounds race on a track .
6657,2483666380.jpg,4, A woman works a loom holding a green comb
6658,6186146093.jpg,4, A man and a woman repairing a bicycle tire .
6659,5180313655.jpg,2, Three Chinese men trying to repair a child 's green bicycle .
6660,3735197045.jpg,0, Three male children play flag football on a grassy area by a body of water .
6661,358875403.jpg,1, The large goose is flapping his wings near the water .
6662,3300497299.jpg,3, A group of people are standing .
6663,460973814.jpg,0, Three people gather around the table and have their picture taken .
6664,3576312396.jpg,3, People on watercraft play in the ocean .
6665,1749201369.jpg,3, Three men work on a railroad line .
6666,4639472092.jpg,4," Two young people are sitting , surrounded by baskets of fruits"
6667,4797559702.jpg,1, A building has multiple balconies with various plants growing on its fence .
6668,4738300056.jpg,4, a man reads his newspaper while selling fruit .
6669,270864951.jpg,4, A blond woman wearing a hat .
6670,4208450163.jpg,4, Two people in a foreign country talking .
6671,432248727.jpg,1, A brown dog in the grass field is looking up at the sky .
6672,4742299638.jpg,0," A person wearing a hooded jacket and blue jeans stands facing a shop with the sign "" Feelings "" on it ."
6673,4794459769.jpg,2, A woman wearing a bright green dress with an old belt is crossing the street with a young girl and another woman .
6674,3232013957.jpg,2, A man in a black sweater and black cap sits outside a shop reading a book with a magnifying glass .
6675,2240975290.jpg,2, Two little league soccer teams playing a game of soccer .
6676,3273757324.jpg,3, Old man wearing a red shirt sitting on a green bench .
6677,4352857810.jpg,2," Young lady takes a walk on a bridge , listening to music ."
6678,3559429170.jpg,4, A woman doing a jump on a bike
6679,6337759785.jpg,0," Three men playing football where one guy wearing a red uniform is holding the football , the second guy wearing a red uniform and the third guy wearing a white uniform ."
6680,189521182.jpg,3, A female fire dancer spinning flames .
6681,2891162278.jpg,2, a boy in a blue shirt is doing a back flip in the air .
6682,263233914.jpg,3, A small black girl in a bathing suit
6683,3966071063.jpg,3, Police officer whistles while he works
6684,2808286426.jpg,0, A young boy wearing a tuxedo with purple accents is carrying a satin pillow with a purple ribbon tied around it .
6685,4152974865.jpg,1, A runway guide with a green vest checks the controls in a airplane
6686,3977684660.jpg,4, Two men are speaking to each other .
6687,87938334.jpg,0, A little boy in a taupe sweatshirt tries to catch a green balloon above him .
6688,398254184.jpg,1," One man is using a mop , while two other men watch from the background ."
6689,4817308418.jpg,1, A man peers from behind the protective cage of a piece of heavy machinery while wearing protective headphones on his head .
6690,6453459129.jpg,3, Men are playing soccer with a white ball .
6691,3981584370.jpg,0, A woman in a black uniform and black helmet on skates is competing in a roller derby .
6692,164969525.jpg,2, Three teenagers in a subway playing around .
6693,3486768631.jpg,3, A lady in a gray shirt is checking something on her phone .
6694,1525153022.jpg,2, A black dog is running through the water .
6695,3039214579.jpg,3, A man is walking along side a yellow bike on a sidewalk .
6696,1026792563.jpg,0, A group of woman and children are standing or sitting in front of rows of vegetables .
6697,4511704373.jpg,2, Two young boys playing lacrosse run for the lacrosse ball .
6698,85306249.jpg,1, A man in a black hat and a blue jacket is holding a hammer .
6699,4326555575.jpg,2, A bull rider falls off a bucking black bull as two rodeo staff approach .
6700,4981037752.jpg,1, An old man in a white tank top is itching his head .
6701,553009435.jpg,2, A man in the military scrambles over a gate while his two companions watch .
6702,307280420.jpg,1, People walk about the Chinese storefronts and a man sits outside at a table with a laptop and advertisements .
6703,3100251515.jpg,1, A protest march is passing by a white stone building .
6704,2184664834.jpg,4, Highway workers checking on roadwork .
6705,2765747519.jpg,0, A child is sitting in a green tote bag with only its eyes and hair poking out .
6706,2344820947.jpg,1, Two guys and a woman standing and talking in a playground .
6707,2106772874.jpg,1, A large white dog and a smaller brown dog fight .
6708,6879494312.jpg,2," A man is sitting on an old radio , playing a tuba with fire coming out of it ."
6709,5737434301.jpg,2," A family including two women , a man , and a child standing around the open hood of a car , examining the inside ."
6710,5941772805.jpg,0, A baseball player throws a pitch while another waits in the outfield .
6711,4737084949.jpg,2, A lady with a beaded headband is looking at clothing that a man in a purple turban is holding .
6712,3110818388.jpg,4, Person receiving a manicure .
6713,287999021.jpg,0, Two people connected to ropes wearing bright orange helmets are sitting on a rocky crag high in the mountains .
6714,2188192752.jpg,0, A group of people look to the side and a boy starts to run .
6715,1774246825.jpg,3, A woman sits on a gray bench beside a bottle .
6716,2295177295.jpg,3, A young boy is playing in a puddle of water .
6717,5412034666.jpg,4, Two men a chopping lumber .
6718,132887917.jpg,4," A boy smiles at a small , wrapped package ."
6719,2845086305.jpg,3, A group of people are at the Beijing Olympics .
6720,29389675.jpg,3, A girl with pink hair is brushing herself .
6721,3864134621.jpg,4, A boy in a blue helmet rollerblading .
6722,5338568818.jpg,0, three people play in the snow with a forest in the background .
6723,3959035241.jpg,2," A young woman wearing glasses and a black blouse holds a ladle in one hand , a bowl in the other and a fork in her mouth ."
6724,3701544312.jpg,4, three girls tug a rope .
6725,141186473.jpg,2, A woman in a blue blouse is handling a pink purse .
6726,289262437.jpg,4, There are two young guys in a martial arts tournament .
6727,2573811416.jpg,0, People walking around a dirt covered lot with a white and green truck parked at opposite sides .
6728,7263168156.jpg,3, A man in a military uniform and life jacket captains a boat .
6729,2465441099.jpg,2, A group of young people stand around waiting for something .
6730,1112334131.jpg,1, A woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face .
6731,7545811884.jpg,0," A smiling woman with dark hair , dressed in a white shirt with a decorated dark jacket , is playing a violin and performing in front of a large Smithsonian sign ."
6732,2426303900.jpg,4, Two kids are taking a bath with an umbrella .
6733,3726808901.jpg,4, A family is at the beach with a sailboat .
6734,281297361.jpg,4, An old woman in a scarf is in the city .
6735,154257460.jpg,2, A man in a black shirt sitting on the floor fixing a bicycle .
6736,4866267667.jpg,0," At the corner of an intersection , a black vehicle waits as a woman in black holding a bag is crossing the street ."
6737,7185993268.jpg,1, Yell leaders in black uniforms are holding up cheerleaders on a red track .
6738,4355004642.jpg,2, A man is seen taking a loaf of bread out of a brick oven .
6739,4489839598.jpg,0, A teenage girl is dressed up for Saint Patrick 's Day and holding her cellphone .
6740,5791568.jpg,3, A man is working at a construction site .
6741,2830561413.jpg,2, A woman and three children are playing with various toys from a toy box .
6742,498492764.jpg,1, An older man in a suit locking his bike to a pole
6743,70413244.jpg,3, Two children are in a sack race while a third child watches .
6744,4658910970.jpg,1, A baseball player in gray is getting ready to catch the ball .
6745,38138101.jpg,2, a person welding on a steel frame
6746,2728883415.jpg,4, A man in blue shorts is riding in a paddle boat .
6747,4254302719.jpg,2, A woman in red jacket is skiing up in the mountain in the snow .
6748,4549059889.jpg,4, a woman pushing someone in a wheelchair in a park .
6749,6656520757.jpg,4, Man with glasses is holding his hands up to his face .
6750,298122528.jpg,2, An intent baby holds the tail of an orange cat .
6751,3514194772.jpg,0, A brown dog with white paws is trotting through a field of green grass .
6752,3227111573.jpg,1, Three people standing on a mountain about halfway to the top .
6753,180476372.jpg,3, Two people walk past the Bleecker Street Records store .
6754,429046716.jpg,4, The man is having a bonfire .
6755,989754491.jpg,2, A redheaded girl offers the peace sign as she swims in the pool with floaties .
6756,3053916979.jpg,4, A man in a black shirt stares at a swordsman
6757,7283701780.jpg,2," A driver is drifting the back of his car , making a cloud of dirt behind him ."
6758,10160966.jpg,3," A young man , wearing a white shirt , prepares hotdogs on a small grill ."
6759,1100214449.jpg,4, A little boy is jumping in front of a fountain .
6760,4720874231.jpg,1, 4 people canoe down a river in an old canoe that sits low in the water .
6761,7955060664.jpg,2, A bunch of Africans are playing soccer on a sandy beach .
6762,1526260626.jpg,2, 3 young blond kids in life preservers jump on hay bales .
6763,5236666873.jpg,1, A singer is adjusting the microphone on his stage .
6764,4793876370.jpg,3, Two boys eating off of a large silver platter .
6765,7184997356.jpg,0, A man in a graduation uniform and a finely dressed woman are looking at a graduation certificate in a large crowd .
6766,2892244557.jpg,3, An old man takes a nap outside of a red building .
6767,5006952535.jpg,2, A working man is standing by the cart looking at something .
6768,4605779731.jpg,2, A little boy stands behind a white and blue boat on a brick street .
6769,7278851310.jpg,4, Two men are playing soccer .
6770,220747961.jpg,4, Two men walking in front of a Farmers Market .
6771,6942665770.jpg,1, A dog has its photo taken with a big bow made of ribbon on its head .
6772,333214858.jpg,0, A man in a white shirt is handling long loaves of bread in a cluttered restaurant kitchen .
6773,3751534238.jpg,1, A man crouches in front of a sculpture while holding a blowtorch and a paintbrush .
6774,4603628963.jpg,3, Three soccer players rush to get to the ball first .
6775,9426826.jpg,2, This lady looks mad while eating her meal .
6776,158484558.jpg,4, A couple wearing coats and holding hands .
6777,4108358719.jpg,2, A young woman is balancing on a raised platform .
6778,3481961837.jpg,0," Person in snorkeling gear , black hip boots , red and yellow attire and white helmet , is poised next to iron fence with water behind him ."
6779,51145694.jpg,0, A woman with glasses sitting at an inside table smiling at something with a glass of milk on the table in front of her .
6780,6948376088.jpg,0, Soccer player in white and green dives for the ball as he defends against his opponent in black .
6781,5973146939.jpg,2, Two men in white uniforms are playing cricket on a grassy field .
6782,2380464803.jpg,2, A group of people sitting at a table .
6783,241345522.jpg,1, A man runs on the football field carrying the ball in front of the ref .
6784,196016880.jpg,3, A man with a blue mask reading a book .
6785,2289762817.jpg,0, A man in a red shirt is smiling with food in front of him while seated at a table on an outside deck .
6786,207731022.jpg,0, Looking over the prow of a boat at another boat on a foggy lake .
6787,6398924.jpg,2, A man in a white t-shirt standing on scaffolding .
6788,3429142249.jpg,4, A rock climber scales an icy wall .
6789,7635804008.jpg,3, People playing a game of polocrosse .
6790,1368320477.jpg,2, A lady wearing eyeglasses reading a paper while riding the train .
6791,96421540.jpg,1, Five people stand in a circle and look at two men 's chests .
6792,1282392036.jpg,3, A group of people in costume at a renaissance fair .
6793,4090493843.jpg,2, Bald man in a shirt an tie standing around food and drinking wine .
6794,297535592.jpg,4, People attending a outdoor concert .
6795,3341930221.jpg,3, A happy couple returning from their shopping spree .
6796,4926735881.jpg,4, The boy with the guitar is sitting on a stool .
6797,3598128992.jpg,0, Many people are standing outside of an airport with their luggage .
6798,4953904637.jpg,0, A city street in which one women with a brown bag and white clothing passes a show store .
6799,6491219357.jpg,1, Two Japanese actors wearing masks and colored costumes in front of an audience .
6800,3316725440.jpg,1, Stop action frame of a racer in a bicycle race .
6801,499830218.jpg,3, A man in a blue shirt looks like he is contemplating something .
6802,305212860.jpg,0, A young girl wearing a skirt and a pink helmet is playing with a scooter .
6803,3066429707.jpg,0, A girl 's red shoe sole is shown as the soccer ball flies through the air .
6804,2166946777.jpg,3, A dirty boat sits in murky water as workers tend to their jobs .
6805,4755277286.jpg,4, Women are talking to an older woman in very little clothing .
6806,2771039423.jpg,2, A man in a black shirt stands in front of books on shelves .
6807,670609997.jpg,0, A black dog jumps for a Frisbee in a backyard with a white fence .
6808,2921430836.jpg,3, A bunch of football players on top of each other .
6809,3212388123.jpg,4, A group of people mass in a square .
6810,3523920786.jpg,3, A brown dog running along a dirt road .
6811,318706557.jpg,2, A children 's choir are in blue and red robes .
6812,2726157819.jpg,0," A group of men dancing on the street , wearing green and white costume ; one man is in yellow ."
6813,76851943.jpg,3, People shop for produce at an outdoors marketplace .
6814,4714264743.jpg,2, A man in a denim jacket walks past an ornate stone arch .
6815,2194283350.jpg,2, A woman is retrieving food from a restaurant 's kitchen .
6816,2623496164.jpg,4, A biker on a dirt path .
6817,2422018883.jpg,2, A baby in a white and pink dress walks outside .
6818,3138399980.jpg,1, A woman in a park stands with her arm up in the air .
6819,1475155352.jpg,3, Two white men wearing scrubs stand in front of a small cafe .
6820,2251992614.jpg,1, Young people are walking around a public square on a warm day .
6821,417952692.jpg,1," Two girls looking out the window , one with a look of surprise ."
6822,276004977.jpg,0, A lady in a black sweatshirt and black jeans is jumping rope while others lean against a fence and watch .
6823,71790092.jpg,2, Four children coloring and drawing on a large canvas .
6824,3241531692.jpg,1, An African woman dressed in traditional clothing is playing a drum .
6825,2054058639.jpg,3, An old woman is weaving a fabric .
6826,3821187649.jpg,1, a woman buttoning a small child 's shirt at a formal event .
6827,33703543.jpg,3, Twelve people are ready to take off in a hot air balloon .
6828,2323167250.jpg,4, A man standing on footstool in front of hat stand
6829,4977186779.jpg,1, Three blonds dressed in black and white walk across a bridge in the daytime .
6830,2097697050.jpg,1, A man with black and gray hear with glasses lies down next to a young boy while both are smiling at each other .
6831,2391442557.jpg,3, A woman is sitting on a bench looking at her phone .
6832,3743976841.jpg,0, A shot looking down at a group of girls who are dressed up and holding glasses of alcohol .
6833,4455946038.jpg,0, A man squints into the camera as he stands on a sunny beach and holds a small orange plastic bucket atop his head .
6834,4454575636.jpg,1, An elderly woman with large glasses and a cream colored shawl sits on a bench against a stone wall .
6835,114949897.jpg,3, A boy hits a ball off of a tee ball into to net .
6836,4716960048.jpg,2, A woman is crossing the street while a man looks at her .
6837,753717493.jpg,0, An older gentleman wearing glasses is working hard at a pottery wheel shaping brown clay .
6838,3141832468.jpg,3, A man is with a boy wearing a balloon on his head .
6839,4814330143.jpg,1, Two young women in black t-shirts eat food at a table .
6840,36139994.jpg,1, A female wearing a white shirt and pinstriped vest sings into a microphone .
6841,1353176657.jpg,3, A man and a woman waiting to cross the road .
6842,4559327596.jpg,4, A group of young people sits under trees .
6843,6307273092.jpg,3, A woman is at a gym exercising on a treadmill .
6844,4454159050.jpg,4, A group of people crossing a road .
6845,2891617125.jpg,4, A person riding a dirt bike .
6846,3831079795.jpg,2, A man in red jersey walking next to the mountain .
6847,8045061561.jpg,1, A young blond-haired woman is wearing a Bull 's athletic uniform with the number nineteen on it .
6848,4200109001.jpg,3, Two men on scaffolding fix a blemish in a building .
6849,7228557720.jpg,3," A street artist sits on his chair post by the sidewalk , sketching a new drawing of a picture ."
6850,2586533475.jpg,2, A woman in a green dress stops to look at her phone .
6851,1167144956.jpg,0, A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .
6852,5188555891.jpg,2, An older gentleman showing pride as he shows off his gardening harvest .
6853,6808669924.jpg,3, A man and a woman are riding in a boat along with several large items .
6854,4623878062.jpg,3, A guy is looking at a girl that has a finger in her mouth .
6855,242338466.jpg,4, Civil unrest on a public street .
6856,1534524182.jpg,3, A man on the river in a blue kayak
6857,3320411267.jpg,3, A person is climbing a rock in a forest .
6858,3552142982.jpg,1, Two shirtless men practicing Capoeira on a beach with water in the background .
6859,5234657740.jpg,4, A man is playing a guitar solo
6860,2689829779.jpg,1," Right leg in a brace , a young boy lies on the couch while using his cellphone ."
6861,2273038287.jpg,4, A dog runs outside .
6862,3691288174.jpg,1, A street performer is entertaining a gathered audience with the help of a young boy .
6863,4318034861.jpg,3, Two people are tandem skydiving over a body of water .
6864,6784757122.jpg,1, A long-haired lady performs in an equestrian event by the sea side .
6865,2531942624.jpg,1, A boy wearing a striped shirt runs barefoot in the sandy hill .
6866,4698362761.jpg,2, A group of soldiers march in a parade .
6867,1262454669.jpg,3, A girl in a white shirt is sitting on a park bench with a dog next to her .
6868,179122558.jpg,1, A Scottish bagpipe group is standing in a circle in their attire .
6869,4897085764.jpg,3, People walking around a downtown tourist area .
6870,2428753812.jpg,3, A male college student is making marinara sauce
6871,4669664561.jpg,3, A man in a hat laying down while photographing .
6872,4851939948.jpg,2, A man in a hat and a boy in a hat sit outside the Louvre .
6873,4971205276.jpg,4, A man with a bag looking through a window .
6874,3497106366.jpg,0, The surfer is riding a wave with a mountain in the background .
6875,961220478.jpg,1," A team in yellow , red , and blue jerseys sit next to a road and watch a tiger mascot ."
6876,3815003515.jpg,1, An old minivan painted to look like the Mystery Machine from Scooby-Doo drives past a white building .
6877,6846170910.jpg,3, A man hikes along a snow covered trail .
6878,2131732722.jpg,2," Two men are walking down a street talking , one is smoking a cigarette ."
6879,2969370354.jpg,4," girl and a boy , playing tennis ."
6880,2450299735.jpg,4, A girl sliding into a pool
6881,540721368.jpg,3, A small girl blows a whistle .
6882,4614953559.jpg,1, A woman with a blue plaid shirt and a bandanna makes bread .
6883,3763892708.jpg,0, A family of three is on a camping trip with their two dogs .
6884,4633221176.jpg,0, A baby wearing a pink outfit with flowers on it has its mouth open .
6885,4972937159.jpg,4, A man takes his cat on a walk in town .
6886,3268301633.jpg,0, Two men building a set like for a play maybe .
6887,1371076688.jpg,0, A young child is jumping in the air in front of a large body of water as the sun sets .
6888,2053777548.jpg,4, The dog jumps to catch the ball .
6889,1617438392.jpg,0, A woman wearing pink pants is sitting on a chair and playing the bass guitar .
6890,4645332265.jpg,4, A boy in an orange shirt and khaki shorts is looking at two computer screens .
6891,4505883129.jpg,3, A little girl is squatting next to a body of water while poking a stick into it .
6892,3212456649.jpg,4, A dog running through the snow .
6893,2661567396.jpg,0, Man with SANTANA 57 shirt sits in sparsely occupied seating area .
6894,3389707399.jpg,4, Two men shining peoples shoes .
6895,3339751521.jpg,1, Four people relaxing on a grassy hill overlooking a rocky valley .
6896,2374523052.jpg,3, One guy skateboarding on a cement curb with his hands in the air .
6897,6205942474.jpg,1," A male practices BMX bike riding at and man made urban practice field with big lumps of dirt , water and a factory as a back drop ."
6898,7151070637.jpg,3, A large group of people are running a marathon through a city .
6899,4975066304.jpg,2, These two kids look like they are having fun just playing on the sidewalk .
6900,1438580125.jpg,1, Yellow barriers are lined up and men are walking on both sides of them .
6901,3728438187.jpg,1, An adult and child are walking past a contemporary-style building .
6902,3091786541.jpg,3, A cook is posing for a camera while cooking .
6903,248994078.jpg,4, A doberman bites a large blue ball .
6904,553009435.jpg,4, A soldier climbs over a gate as two others look on .
6905,422756764.jpg,2, A brown dog is playing ball in a yard .
6906,1001573224.jpg,2, Five girls are leaping simultaneously in a dance practice room .
6907,1870425036.jpg,1," A perspiring , tattooed man plays a guitar ."
6908,3270691950.jpg,4, A man dives into a lake .
6909,3564148252.jpg,0, A man on a motorcycle touches his knee to the ground during a sharp turn .
6910,3244910944.jpg,2, A person in white in the air on their motorbike .
6911,909191414.jpg,0, Children are playing in and around a garden tube in the front yard of a house .
6912,2452794213.jpg,3, People check out clothes on an outdoors rack .
6913,230016181.jpg,3, Woman and dog in rowboat on the water .
6914,2458033289.jpg,1, A man with a beard stands in front of a used tires business .
6915,5123125004.jpg,0, A man attending a trade show is looking through a telescope at a booth there .
6916,4671890472.jpg,1, A woman with a head covering and traditional clothing is reading into a microphone from a piece of paper .
6917,3155279929.jpg,0, A black dog shakes itself dry on the beach in front of the waves .
6918,2522809984.jpg,1, A black dog is swimming through the water .
6919,293809422.jpg,0, a man wearing a black shirt and blue shorts falling down a sandy hill with birds at the top of it .
6920,4896595765.jpg,4, Children are eating food at a table .
6921,4726790641.jpg,1, A woman in a flowered top and blue jean shorts is walking and using her cellphone .
6922,5932908042.jpg,2, A younger man is putting liquid into a vile .
6923,6272230270.jpg,2, A man in green on a racing bicycle .
6924,4469625273.jpg,4, A woman painting a portrait outdoors .
6925,2102030040.jpg,3, A woman on a ski slope .
6926,2481082525.jpg,2, Two people sitting on a tree stump in front of a pond .
6927,4633066958.jpg,4, Three children playing in large bubble balls inside a pool .
6928,3424605029.jpg,1, A young boy wearing a blue shirt is playing at a park .
6929,194332758.jpg,0, A baby sitting in a tall chair eating food with a bib on .
6930,7608774492.jpg,0," A black teenager sitting on a blue bike is at the top of a BMX ramp observing another youth , in a red shirt , who is sailing into the air with a bike , single-handed , while performing a stunt , presumably from the ramps ."
6931,1318029076.jpg,0," A child in white briefs is pictured jumping in midair above the water of a rive , with trees in the background ."
6932,1472550839.jpg,0, People are walking around in a nighttime environment .
6933,4093896865.jpg,2, People sitting together while one of them is taking pictures .
6934,238573199.jpg,4, A jockey riding a horse over a jump .
6935,6191733410.jpg,2, A group of men are running a race surrounded by spectators .
6936,357924786.jpg,4, Two women talking at a table in a restaurant .
6937,6742042393.jpg,1," There are two young men , one wearing yellow and black and one wearing green and black , competing at a sport in an arena ."
6938,2060031241.jpg,4, A baby holds a game control above its head and laughs .
6939,4874068843.jpg,2, Workers cleaning up and rebuilding at a construction site .
6940,428796930.jpg,0, a black dog is running with a green toy between its paws .
6941,2372751425.jpg,3, Man in room filled with fancy picture frames .
6942,1146938063.jpg,4, Two people are standing in a field holding some books .
6943,3055716848.jpg,2, The skateboarder prepares to wipeout .
6944,1809476783.jpg,0, A man in a suit stands next to a white carriage pulled by two white horses while a bride sits inside .
6945,537968424.jpg,2, A girl in a sweater is at a temple with a variety of plants .
6946,4814731415.jpg,3, Some bike riders riding on a path through a city .
6947,74736854.jpg,3, A man and a woman standing in front of a black station wagon .
6948,7348146586.jpg,3, Six jockeys racing horses on a grass track .
6949,3615239961.jpg,2, Someone in a yellow hat is sitting next to two fishing poles .
6950,3136437458.jpg,4, Lady sledding with a child .
6951,278608022.jpg,0, A girl prepares to kick a soccer ball while a boy looks on .
6952,251056963.jpg,3, A dog walks across a tall ladder .
6953,6801411052.jpg,4, two children inside a kitchen with straws .
6954,3301741597.jpg,4, A lady with a child is looking at a scene .
6955,3642088668.jpg,4, Flight attendant in red pushes drink cart through aisle of airplane .
6956,8832804.jpg,1, A man in a red shirt starts to cut a cake at a party .
6957,4797991515.jpg,2, A woman looks through a telescope near a monument as a child looks toward the camera .
6958,180362495.jpg,3, A woman in a black shirt is giving another women a haircut .
6959,5621916498.jpg,3, Pretty young lady brushing her teeth .
6960,2536004597.jpg,3, a woman wearing a pink scarf talking on the phone
6961,3380930463.jpg,3, A young boy shows off his new guitar and cowboy hat .
6962,823697026.jpg,0," A man trims off excess salmon , so that it will fit comfortably onto a wooden grill plank ."
6963,540721368.jpg,2, A little girl with a yellow dress blows the whistle .
6964,23775702.jpg,1, Many people are watching a parade on the side of a street .
6965,144328407.jpg,4, A woman is dancing in front of a shrub .
6966,60779083.jpg,1, People are ordering fish at what looks to be an Asian seafood market .
6967,4648443136.jpg,3, A man holding a figure of a Santa Clause on his head .
6968,1482960952.jpg,1," Three elderly women , two with canes , walk through a parking lot ."
6969,4892691213.jpg,3, A man in a white shirt is accepting payment for food from two women .
6970,2743046728.jpg,3, These girls are having a great time looking for seashells .
6971,4745009944.jpg,0, A man with a paddle stands next to a woman with a bikini top ; and her arms are in a dance pose .
6972,98492339.jpg,2, They are performing marshal art and the viewers are watching them .
6973,247341893.jpg,2, A man collecting wood in two baskets on a stick hung over his shoulders .
6974,1131889107.jpg,2, A women 's roller derby team taking a break .
6975,3474985382.jpg,4, The cyclist in riding downhill on a steep slope .
6976,3389458786.jpg,2, Asian students wearing blazers sit at different tables and look at books .
6977,2945685284.jpg,0, A man in a plaid shirt and long pants stands on the beach in front of a boy in a light blue shirt and shorts .
6978,2862931640.jpg,2, A person jumping off a ramp on a bike over a crowd .
6979,4918025501.jpg,2, Man in a field takes a photograph looking downhill .
6980,224766705.jpg,4, A line of off road vehicles riding along a trail .
6981,4684604794.jpg,3," Lady in red jacket , man in black jacket in open market ."
6982,2748889888.jpg,2, Woman helping a young boy get out of the pool .
6983,4938806113.jpg,0, A large crowd is gathered with a line of children dressed in red and white robes covering their ears with their hands .
6984,2267819545.jpg,2, A man in a purple shirt is standing with his eyes closed .
6985,5113969440.jpg,4, A group of people trying to plant a new tree .
6986,2866974237.jpg,1, A person with neon pink hair and yellow shirt is looking out across a beach .
6987,4623271447.jpg,2, A young woman wearing a yellow top and sunglasses with long dark hair .
6988,2313085243.jpg,0," a woman in a pink coat with the fur lined hood up , with black pants and brown shoes sitting on a bench near a pop machine with a striped yellow bag by her side ."
6989,1052358063.jpg,3, a young boy skateboarder jumping on a platform on a skateboard .
6990,4505012194.jpg,1, A man wearing a strange pair of green pants stands by .
6991,1307635496.jpg,3, A smiling boy runs through the grass .
6992,3545586120.jpg,0, Two men with white gloves box in a dimly lit boxing rink .
6993,464340358.jpg,4, Several workers wearing hard hats dig a hole .
6994,54723805.jpg,4, People on a snowy hill .
6995,3925292151.jpg,4," Four women wearing hats , eating on a bench ."
6996,2679494234.jpg,0, A young girl in a bikini top is touching a young boy in swimming trunks while getting splashed by water .
6997,4700142703.jpg,2, A man playing guitar near a apartment swimming pool .
6998,5657884044.jpg,2, A man in a raincoat is pushing a cart while itching his nose .
6999,5549756426.jpg,1," One man playing the keyboard , while his hair swooshes back and forth ."
7000,5181216751.jpg,0, A little girl in a blue shirt and black skirt waters a patch of flowers next to a fence .
7001,2391269207.jpg,0, A white dog with a yellow toy in his mouth runs through a nature trail towards the camera .
7002,507401473.jpg,0," Men and women all dressed in matching white clothes are posing for the camera , while a fire is burning beside them ."
7003,2716310886.jpg,0, A woman and four children stand side by side against a wall .
7004,4361532957.jpg,3, Many people at a dog show in a stadium .
7005,4139650181.jpg,3, Four men with goatees are having dinner at a restaurant .
7006,2453891449.jpg,1," Two dogs running in a grassy , fenced in area surrounded by trees ."
7007,481632457.jpg,0, A big tri-colored and a smaller puppy with light blue eyes are playing together .
7008,3349348655.jpg,1, A man in orange is bent over welding something on the ground .
7009,308487515.jpg,0, A tan bird stands on a ledge about to eat something .
7010,297169473.jpg,4, Two gray dogs fight .
7011,4555244090.jpg,2," A group of young women are wearing pink wigs , white shirts , and sunglasses ."
7012,3601419342.jpg,0, A girl with long blond-hair in the middle of nowhere with mountains in the background wearing a shirt from Argentina .
7013,2500551520.jpg,0," Five young , black , grade-school aged kids are gathered in a tight group playing outside in a trailer park ."
7014,3943882596.jpg,3, A skateboarder practicing a trick on his board .
7015,1336391319.jpg,4, A man is bent over trying to pick up the pear .
7016,319847643.jpg,2, Water is spraying on the child with its face through a cut out hole .
7017,501471231.jpg,4, A group of friends drinking and smoking .
7018,3255620561.jpg,4, A person ski jumps off an A frame shack .
7019,4482614684.jpg,1," A man sitting on a silver motorcycle , parked outside of a pub ."
7020,226310408.jpg,4, A man without shirt is working with woods .
7021,4546706008.jpg,4, A man and woman talk beside a book display .
7022,3288494074.jpg,0," A man in blue jeans and a red and black plaid shirt stands near a blue cart filled with buckets , brooms , and mops ."
7023,624080960.jpg,0, A guy inside a sports arena wearing a yellow shirt and black cap is holding up a red bag containing snacks and a bottle containing something to drink .
7024,2119062313.jpg,0," Blond caucasian male in black t-shirt and denim jeans wearing converse sneakers , sitting on a blue foldable chair , an orange box on his lap ."
7025,2765787222.jpg,3, A man with glasses is pulling up a black shirt while three other men watch .
7026,4611068200.jpg,0, A woman wearing a silly silver wig and decorative glasses holds a basket of candy and a soccer ball
7027,2805576776.jpg,0, People lounging in purple blow up chairs and on green grass at an outdoor event in front of a building .
7028,839295615.jpg,1, A young dark-skinned boy pushes a cart on a street with old cars .
7029,4332986023.jpg,4, A man on crutches is reading the paper .
7030,4944749423.jpg,0, Three policemen are standing around someone in a gray sweatshirt with stripes .
7031,3246190363.jpg,0, Black dog running through water next to beach .
7032,40464580.jpg,2, A black man wearing a knit hat patterned with snowflakes smiles slightly .
7033,2998277360.jpg,2," A man in a yellow slicker holds a sign saying "" down and out "" ."
